证券代码,"市盈率(PE,TTM)
[交易日期]3月前","市销率(PS，TTM)
[交易日期]3月前","净资产收益率ROE(TTM)
[交易日期]3月前
[单位]%
[TTM基准日]报表公告日期","总资产报酬率ROA(TTM)
[交易日期]3月前
[单位]%
[TTM基准日]报表公告日期","企业倍数(EV2/EBITDA)
[交易日期]3月前","BIAS乖离率
[交易日期]3月前
[周期]20
[复权方式]不复权
[计算周期]日
[单位]%","RSI相对强弱指标
[交易日期]3月前
[周期]14
[复权方式]不复权
[计算周期]日","换手率
[交易日期]3月前
[单位]%","营业利润/营业总收入(TTM)
[交易日期]3月前
[单位]%
[TTM基准日]报表公告日期","月收盘价
[交易日期]2020-03-19
[复权方式]不复权","月收盘价
[交易日期]2020-04-17
[复权方式]不复权"
000650.SZ,13.8073,1.6532,14.5411,15.8025,7.1034,-13.1108,32.8102,3.3512,17.8832,6.34,6.08
000651.SZ,11.1239,1.4643,24.6945,10.8046,7.2868,-14.2969,24.5714,1.8406,15.6641,52.2,54.77
000652.SZ,43.6178,0.7628,7.0019,3.513,18.6342,-9.2898,48.7348,14.073,2.9342,9.28,7.31
000655.SZ,15.1224,2.3717,7.7888,8.5102,9.2789,-8.0335,34.942,1.215,19.8179,4.83,5
000656.SZ,6.4726,0.5421,20.7396,2.528,11.5829,-9.5689,36.784,1.0605,12.7212,7.96,7.96
000657.SZ,35.0437,0.5961,4.1392,4.786,8.3845,-12.4417,26.4885,0.4921,4.1734,5.42,5.66
000659.SZ,-257.4389,1.8692,-1.5056,5.487,11.841,-7.2682,34.2704,0.6871,2.2905,2.14,2.04
000661.SZ,64.2694,13.5526,17.4215,18.4271,29.9628,-8.4837,36.5899,2.1261,36.9502,548,595.88
000662.SZ,43.6407,3.957,5.1727,4.1474,——,-12.7766,30.6497,2.2017,21.2348,3.34,3
000665.SZ,43.6511,2.0558,1.8776,1.6143,8.8466,-13.9191,40.4535,1.5709,5.6934,5.41,5.07
000666.SZ,11.0389,0.6571,7.1039,7.9264,1.5672,-11.6466,35.7335,3.102,24.0184,9.42,9.05
000667.SZ,211.0561,1.8104,0.4606,0.6378,63.9966,2.3665,58.9995,0.654,4.1147,2.81,2.82
000668.SZ,24.3038,3.531,7.1491,4.7902,17.7419,-2.6758,42.4972,1.1549,22.7177,10.79,11.6
000671.SZ,6.5275,0.4269,15.038,2.4675,13.1306,-14.9358,31.9127,1.019,11.3078,6.99,6.99
000672.SZ,7.687,2.5727,38.5763,28.7631,4.2194,-2.3223,50.5767,2.6143,45.5288,19.62,25.49
000676.SZ,19.21,1.0752,8.3969,6.7475,13.987,-11.8143,38.7624,2.7833,5.9979,7.26,7.46
000677.SZ,"1,057.58",3.506,0.9422,3.9611,28.4792,-6.0597,41.5512,1.2788,3.496,3.15,3.17
000678.SZ,-39.6337,2.0156,-5.4046,-1.3237,21.2432,-4.9562,37.9078,0.7056,-4.779,6.99,5.64
000680.SZ,48.6442,0.6303,2.516,2.5486,16.4442,-4.8563,43.8861,1.1717,1.0905,3.18,3.68
000681.SZ,33.7726,12.2337,10.2785,9.5332,37.1644,-11.9246,27.789,1.6089,43.8338,15.52,17.53
000682.SZ,31.3775,2.4151,7.9166,4.2709,18.3826,10.3499,62.3853,8.0152,9.5254,4.79,5.24
000683.SZ,7.6844,0.9942,10.0598,7.8601,5.8204,-5.6559,35.9006,0.9127,20.9351,1.97,1.8
000685.SZ,13.164,5.3637,6.4167,5.5441,9.0617,-6.2695,36.5678,0.4819,45.7714,7.54,7.81
000686.SZ,20.2293,2.6212,6.4517,——,——,-8.0812,42.8623,1.7602,16.5926,8.29,8.15
000688.SZ,69.3989,17.6113,13.569,12.2423,61.4722,12.5925,70.3561,1.1463,29.8657,17.97,17.23
000690.SZ,34.7255,2.3166,3.4099,4.1721,7.2527,-4.2238,38.6817,0.3918,9.6548,5.2,5.18
000691.SZ,-169.918,39.2912,-9.4323,-3.2334,-173.2795,-3.4304,44.8304,0.8801,-30.6528,3.63,4.4
000692.SZ,196.3192,0.7515,0.5795,2.6574,16.9584,-3.6318,39.6328,0.5283,-2.4934,2.66,2.59
000695.SZ,270.1118,3.3027,1.6568,4.9326,16.6404,-0.8415,49.0816,0.5165,7.6768,7.45,7
000697.SZ,38.978,3.2597,11.0054,7.2245,-6.1883,-11.0685,39.8211,0.9773,8.1403,8.97,8.44
000698.SZ,-26.1891,0.2702,-3.0237,0.6673,122.9962,-9.765,39.0208,1.1077,-0.7235,3.58,3.17
000700.SZ,98.9422,1.7291,3.9069,3.7658,19.1662,-14.818,42.4603,11.2341,2.7806,8.51,8.09
000701.SZ,-8.0162,0.0226,-9.7731,1.628,-5.4676,-9.47,42.1959,2.2987,-0.4281,4.2,4.1
000702.SZ,134.8336,1.061,1.8146,1.8748,26.3658,-6.4714,39.4446,2.8961,1.9768,5.64,5.22
000703.SZ,19.3538,0.4161,7.4637,3.4997,9.7913,-11.4938,27.1855,1.003,3.146,12.5,12.29
000705.SZ,28.8424,0.7372,4.8121,3.1835,7.1219,-2.7633,43.828,1.5764,2.9796,7.06,6.96
000708.SZ,14.0385,1.0413,21.3367,9.7431,8.8877,-4.6532,48.4979,1.345,8.9403,25.11,16
000709.SZ,11.1989,0.1832,3.602,2.7812,7.6874,-5.805,32.5173,0.4853,2.5487,2.13,2.05
000710.SZ,38.8887,8.3988,14.7093,12.5561,24.6225,-8.8172,40.2239,3.8111,23.9862,35.6,44.41
000711.SZ,-236.7441,1.7786,-0.3591,2.3203,-9.3954,-10.8384,30.2593,1.093,3.7183,4.05,3.53
000712.SZ,163.5151,7.5961,2.1116,——,——,-9.6616,38.7657,2.0221,13.6126,12.7,12.28
000713.SZ,43.6463,1.424,4.7345,4.2696,25.106,-12.0093,35.6773,4.7073,4.0927,10.15,10.89
000715.SZ,16.1748,0.8879,9.9064,7.3937,8.236,-3.4226,48.6139,1.0816,7.4435,6.11,5.32
000716.SZ,71.1738,0.6063,1.4455,2.5016,16.2282,-0.6016,50.829,4.6942,0.5775,4.33,3.67
000717.SZ,4.9344,0.3087,22.9882,12.5416,3.8575,-9.5405,35.5724,1.3079,7.0774,3.85,3.75
000718.SZ,7.3673,2.4758,15.2026,10.1957,5.5013,-6.1338,33.8321,0.4419,46.5002,3.04,3.33
000719.SZ,8.557,0.7419,9.9262,5.9784,4.2906,-5.4826,41.0877,0.5402,8.6952,6.64,6.84
000720.SZ,7.917,1.8001,35.3307,26.599,10.9807,3.1611,57.3752,1.2642,30.6472,5.28,5.79
000721.SZ,-253.1052,4.9308,-1.6306,-0.1487,-295.4343,25.1691,72.9037,2.8729,1.2004,4.09,4.49
000722.SZ,17.0141,9.1541,5.2676,5.3449,7.9073,-5.9962,33.0936,0.675,63.0285,5.7,5.83
000723.SZ,20.1647,1.8803,17.6454,12.4715,12.9975,-13.8256,34.9058,1.4598,14.4495,6.58,6.64
000725.SZ,76.2235,1.2831,2.0075,0.9084,10.537,-15.1786,35.45,3.311,1.167,3.71,3.76
000726.SZ,9.1037,1.1095,10.5563,8.3633,4.7152,-6.4366,33.6819,0.5842,14.0832,8.64,8.25
000728.SZ,31.928,8.8652,3.6926,——,——,-8.4066,42.2609,1.1619,33.4536,8.33,8.17
000729.SZ,74.1694,1.3453,1.5865,2.1965,10.5405,-8.5447,30.2675,0.5099,3.6474,6.04,5.96
000731.SZ,24.1968,0.9146,4.0315,3.9269,7.2031,-4.9187,36.1285,1.0483,4.2172,4.84,4.99
000732.SZ,3.882,0.3848,16.4025,2.7302,89.2736,-11.0012,37.7498,2.0555,16.8919,5.17,4.4
000733.SZ,38.8146,2.8745,5.561,4.9555,18.2506,-6.6021,47.9046,2.7999,8.9873,18.78,20.32
000735.SZ,-272.9486,12.1657,-1.0345,0.0393,50.7806,2.6587,52.3829,5.2654,-2.5064,10.94,9.63
000736.SZ,9.5663,0.4951,15.807,2.2807,5.1548,-9.7964,44.5006,3.6788,13.3776,7.95,7.37
000738.SZ,62.8556,5.9144,4.9418,4.2366,29.1965,7.6641,59.8657,4.6925,10.672,11.93,12.98
000739.SZ,37.5875,2.8847,14.6869,10.0664,20.4818,4.5678,61.2915,1.441,8.9333,19.84,17.71
000750.SZ,49.3595,6.864,3.5431,——,——,-7.9472,40.55,2.0828,20.2732,4.38,4.32
000751.SZ,29.1134,0.4761,5.0787,5.0061,14.7586,-6.7252,33.6643,0.8159,1.6579,2.77,2.61
000753.SZ,32.8775,0.8743,3.4272,2.6888,7.0232,-3.2085,43.0353,0.5113,4.1389,2.67,2.65
000755.SZ,6.7315,1.803,21.5107,6.9869,8.3771,-2.42,46.1567,1.2271,30.0222,3.73,3.65
000756.SZ,21.3635,1.1434,10.108,6.8617,8.002,12.733,66.1211,5.8929,6.9222,12.23,9.89
000757.SZ,37.6959,8.322,4.379,2.7162,10.4347,-2.305,45.2958,1.7517,19.0542,4.05,3.93
000758.SZ,-52.9954,0.673,-3.3285,1.6552,-50.291,-10.6593,36.7449,1.2094,0.7166,4.47,4.01
000759.SZ,"13,840.79",0.3013,0.01,0.5452,20.8979,-0.5678,49.6011,0.597,4.385,6.95,6.62
000761.SZ,18.4687,0.2483,3.5856,1.0224,6.5637,-9.2643,31.5022,0.1947,1.7942,3.43,3.46
000762.SZ,-28.6423,6.2474,-6.143,-5.4594,27.6591,-10.5168,34.4109,1.4796,-20.2394,6.78,6.79
000766.SZ,17.2887,2.5189,11.7716,9.0901,-3.4197,-11.1396,24.2766,1.7639,18.4083,5.58,5.46
000767.SZ,34.7651,0.5414,2.4527,3.5335,8.5893,-5.7405,33.1984,0.2547,0.4031,2.1,2.28
000768.SZ,70.8066,1.446,4.0403,1.6051,45.1946,-3.7379,47.7237,1.1317,2.4013,15.86,17.62
000776.SZ,17.9293,4.8912,6.3596,——,——,-8.5856,36.6458,0.7032,41.2578,13.68,13.71
000777.SZ,33.8214,3.4923,8.8761,5.9027,26.6149,-4.4976,44.1097,1.3236,10.227,11.17,11.05
000778.SZ,8.6222,0.3366,7.5417,5.7338,5.4027,-5.7248,34.1962,0.6447,6.2321,3.44,3.46
000779.SZ,13.1513,1.8486,15.4929,10.0605,5.3428,-4.8319,45.8698,1.1668,18.1095,10.71,10.92
000782.SZ,-49.0847,0.5922,-2.6465,-0.3102,12.4566,-12.0468,36.3298,1.0107,-1.3722,3.45,3.28
000783.SZ,31.9613,6.1166,4.108,——,——,-7.1978,42.7227,1.533,23.605,6.39,6.37
000785.SZ,464.3408,12.3572,0.7104,0.5944,11.2518,-5.8864,43.6648,4.8675,5.4666,8.59,8.07
000786.SZ,98.8046,3.1638,2.9538,3.2335,35.209,-9.303,39.136,0.8524,21.5628,23.6,25.53
000788.SZ,72.3215,1.4868,4.0418,2.9838,35.9964,-9.3526,28.8667,0.88,2.829,6.1,6.29
000789.SZ,7.5421,0.8412,23.1908,19.9794,2.2873,-3.7679,45.6626,2.7293,23.2605,11.75,14.67
000790.SZ,46.1868,4.3415,7.7581,6.3824,32.4302,-2.5319,47.7002,2.9091,11.4109,5.23,4.92
000791.SZ,10.6895,2.1889,7.3522,6.0487,8.4041,9.4351,64.5416,7.5182,26.3295,3.25,3.17
000793.SZ,-1.232,1.4761,-94.0653,-33.3017,11.5743,-6.6504,41.374,2.5485,-110.2368,3.2,3
000795.SZ,38.495,2.1837,6.2009,4.8653,20.3684,-12.1677,32.7829,1.3517,6.8047,5.1,4.95
000796.SZ,34.0953,0.8566,7.5237,5.344,19.4214,-2.6131,46.0105,2.2489,3.5017,6.28,8.97
000797.SZ,18.0024,0.9847,5.4737,2.9282,13.0226,-4.6066,46.3496,1.8357,10.5937,3.36,3.62
000798.SZ,187.9677,2.7235,1.2185,0.7692,27.1603,-1.2613,46.7041,0.6932,0.1449,6.34,5.57
000799.SZ,34.7363,6.118,10.1068,9.3364,16.7272,-19.2062,24.0063,5.6757,23.52,28.45,32.05
000800.SZ,-69.9766,0.5729,-2.4652,-1.5549,12.7669,-8.7993,36.3666,0.7377,-0.8521,8.72,9.97
000801.SZ,88.4316,1.6318,2.4769,1.9798,44.9723,-6.8972,42.0018,0.5689,2.4298,4.81,5.36
000802.SZ,35.6897,6.6872,8.2166,6.2843,-3.2532,-5.2729,44.3037,1.3512,26.1078,8.8,6.92
000807.SZ,-9.7424,0.5274,-11.7619,-1.5055,9.3557,-8.9875,32.6862,1.4297,-6.595,3.87,4.03
000809.SZ,52.6699,1.1889,1.1055,2.3375,"3,802.98",-0.9455,48.6874,2.2576,3.7604,2.09,2.07
000810.SZ,21.3114,1.5288,15.7829,6.3027,16.7086,-12.0765,38.1862,1.9782,7.7218,11.61,10.55
000811.SZ,13.2421,1.3195,10.0229,7.087,8.1516,-5.1483,43.5111,1.6292,12.2519,6.22,5.94
000812.SZ,100.3062,2.3067,1.6476,3.0436,16.1719,-9.0493,37.9557,1.7912,5.6133,3.04,2.9
000813.SZ,21.0563,5.5377,9.5966,10.105,22.6158,-10.2439,28.4577,0.4865,29.3319,5.32,5.41
000815.SZ,175.526,5.321,1.4584,0.572,38.7281,-5.1325,47.965,3.2991,3.091,6.83,6.88
000818.SZ,50.582,4.2368,11.8165,10.8551,28.332,-15.1871,39.9692,4.5953,9.6266,21.33,23.43
000819.SZ,39.4328,1.285,7.2092,7.0654,19.1006,-11.4774,38.3753,2.2568,4.5135,8.08,7.68
000821.SZ,182.0782,1.4629,0.7863,1.5335,-8.865,-7.4886,40.2011,1.6121,-0.7361,6.51,6.12
000822.SZ,9.2017,0.6784,10.6497,9.5348,4.9571,-6.8944,34.0999,0.8094,8.8033,3.7,3.56
000823.SZ,23.3621,1.4094,8.2888,7.5354,10.562,-10.347,41.7522,3.9372,8.3416,11.29,12.03
000825.SZ,6.9068,0.268,8.6489,5.246,5.9842,-6.5551,33.1563,0.398,3.7352,3.24,3.28
000826.SZ,52.4445,1.2458,1.5591,2.4084,10.6947,-11.4543,37.2492,1.6461,4.1139,8.08,8.09
000828.SZ,6.8728,4.5008,14.8348,10.9669,5.1617,-5.7981,34.0057,0.3768,81.591,6.95,7.31
000829.SZ,-26.1776,0.1115,-8.3663,1.8057,17.5684,-10.1791,37.7793,0.8011,-0.5355,5.22,5.46
000830.SZ,7.4091,0.611,14.1152,7.6705,5.2849,-11.8004,28.539,2.1064,10.1321,8.16,7.84
000831.SZ,109.7024,5.6127,3.749,4.122,74.4149,-12.9297,29.5799,1.6597,6.835,9.99,10.02
000833.SZ,70.9091,0.7798,1.5087,1.5171,19.2283,-7.049,36.6033,0.942,1.5743,5.39,4.63
000835.SZ,-2.5686,23.3349,——,-86.4518,——,-7.1293,36.9847,2.5041,-981.8184,3.26,2.72
000836.SZ,166.0593,2.8225,2.2909,3.2325,32.6296,0,52.2667,4.6395,2.657,3.7,3.35
000838.SZ,25.9015,0.9989,6.0962,1.0463,41.5068,-4.7779,42.1384,0.7009,4.3714,2.77,2.66
000839.SZ,6.0807,3.6831,23.4438,15.6579,34.1991,-9.6124,39.0747,0.9861,69.4959,3.12,3.25
000848.SZ,14.8506,2.8469,21.3307,17.2448,6.5783,-5.0698,33.0261,1.0539,25.1782,7.07,6.08
000850.SZ,14.9729,1.3551,6.1559,5.465,10.6835,-7.3247,41.9115,1.5722,10.5936,3.85,3.72
000851.SZ,262.3404,0.7401,0.7412,2.0305,32.9273,4.4371,58.0156,6.6389,0.5049,6.1,6.76
000852.SZ,46.6322,0.5919,4.7084,2.8609,20.8124,-7.5607,36.9254,0.8635,1.7615,5.16,4.8
000856.SZ,107.482,0.9966,6.93,2.3542,35.4587,8.5279,61.709,7.4605,-0.1994,10.54,8.21
000858.SZ,24.1187,8.2777,22.1204,20.1684,14.3892,-17.0539,27.1482,1.5852,48.0748,115.2,135.77
000859.SZ,35.6313,2.6492,6.169,4.9496,21.8255,-14.1374,36.6308,2.6874,5.5733,4.56,5.47
000860.SZ,43.8624,2.7471,11.7402,6.2733,23.9055,-10.5153,40.3594,2.1888,9.1003,61.39,54.38
000861.SZ,41.523,2.2402,3.3933,4.9389,14.7892,-2.1125,47.0481,1.5366,12.5706,2.34,2.8
000862.SZ,"2,416.90",2.2544,0.0457,3.2582,9.3895,-7.8652,35.6024,3.9162,1.6919,3.67,3.57
000863.SZ,-25.7184,3.0191,-3.7736,0.5485,16.3223,0.0604,48.4445,0.4554,-4.8666,4.47,4.03
000869.SZ,15.4904,3.2277,9.7182,10.1649,6.4842,-8.564,29.4727,0.474,28.1668,23.41,24.27
000875.SZ,19.5908,0.9567,5.5281,4.831,17.5924,-7.5973,42.7602,1.7124,7.1724,3.39,3.84
000876.SZ,36.7911,1.6277,12.7601,7.7699,16.6523,9.1018,66.2958,1.9121,6.5637,31.43,32.9
000877.SZ,7.033,1.2213,17.1733,16.2477,4.0225,-4.8312,46.287,2.2968,23.5877,11.4,12.02
000878.SZ,50.4657,0.2624,3.7694,3.9997,10.2176,-14.4644,28.3094,1.8793,1.5324,9.74,9.62
000880.SZ,43.9704,0.7599,2.9955,0.6515,9.5856,-5.7549,38.8373,0.9809,1.4376,7.33,7.66
000881.SZ,33.478,1.0394,3.6106,3.5597,16.1993,-7.2478,44.4195,3.8217,2.771,6.72,6.51
000882.SZ,-99.2823,4.7653,-0.7457,1.3162,18.6168,3.6441,55.734,7.6057,-4.5803,2.04,1.88
000883.SZ,14.4863,1.4998,5.8102,4.6208,8.8332,-4.5301,36.9129,0.1525,15.5791,3.54,3.72
000885.SZ,7.2225,2.1925,23.4673,12.5828,5.3938,-7.0064,38.3889,0.9204,43.0483,10.05,9.39
000886.SZ,69.9102,19.9319,2.3187,2.4392,35.2083,5.4818,57.5592,2.6838,43.6317,4.7,4.62
000887.SZ,14.7708,0.8339,7.4872,5.0569,8.7824,-14.5236,31.9849,1.4548,6.4109,9.29,7.71
000888.SZ,13.8758,2.8646,8.9415,8.5134,5.4353,-2.6419,42.4555,2.285,24.4734,6.14,6.14
000889.SZ,27.2117,1.7484,8.7128,7.0062,-4.5868,-11.8561,36.4167,0.6679,7.5134,8.96,10.24
000892.SZ,27.5738,4.6303,5.9387,5.778,-6.9502,-12.0508,33.7314,1.7767,19.882,4.1,3.94
000893.SZ,114.0797,7.6976,1.0678,2.0271,26.9321,2.5999,53.1956,2.4167,15.2834,7.05,6
000895.SZ,21.6951,2.0785,31.5502,23.1689,14.4132,-3.5461,46.6923,2.5513,12.2405,39.3,40.41
000897.SZ,22.9495,3.1153,14.2427,3.9277,17.7974,-1.2198,50.8594,1.5014,21.6464,2.28,2.31
000898.SZ,9.0416,0.2428,5.4129,5.5109,6.0594,-5.9844,35.6813,0.2669,3.4754,2.69,2.63
000899.SZ,14.9327,1.5695,5.9147,6.333,9.421,-3.6386,39.4253,0.1803,13.749,4.32,4.21
000900.SZ,5.9609,0.4586,9.756,4.9133,8.5839,-5.6673,35.6073,0.5947,9.6209,3.8,3.88
000901.SZ,45.1787,1.2652,3.8947,3.176,13.2855,-15.6575,31.7448,3.0969,3.5043,9.68,10.01
000902.SZ,13.219,0.983,11.1413,9.1366,7.7025,-4.328,43.604,1.1498,9.3078,8.11,8.42
000903.SZ,41.5657,1.138,3.2817,1.9716,23.1143,19.4861,65.6998,7.0981,2.9566,4.3,4.78
000905.SZ,52.7649,0.2751,2.1649,3.8786,8.4431,-6.3182,36.891,1.0363,1.831,6.04,5.92
000906.SZ,7.1615,0.0527,15.3982,7.1271,6.3776,-4.6664,38.7837,0.7008,1.0366,5.18,5.4
000908.SZ,-39.4972,1.3527,-4.5867,0.8928,-5.773,-4.4139,38.9659,1.5451,-1.7627,3.53,4.15
000909.SZ,112.5073,2.801,2.5672,4.2334,24.4446,12.9667,64.295,10.9672,5.2029,8.03,7.95
000910.SZ,8.5949,0.8879,14.8124,11.2134,4.8009,-11.1467,34.4359,1.8088,12.4711,10.94,11.05
000912.SZ,35.6112,1.1798,3.5153,2.6366,11.2767,-8.5546,35.7685,0.4818,3.2077,4.4,4.23
000913.SZ,15.1641,1.2974,10.7186,7.9365,11.6248,-9.9669,35.0919,0.7427,9.9093,10.17,10.2
000915.SZ,25.8095,2.9266,11.7901,13.006,9.2969,-12.6685,36.0218,3.0812,23.0127,23.05,25.28
000917.SZ,32.2294,1.1804,2.6339,4.1443,8.692,-3.646,46.39,2.7018,5.004,6.08,6.32
000918.SZ,-5.8384,3.825,-41.0605,-3.884,15.9461,-4.7332,36.7,0.3678,-56.3364,4.51,4.43
000919.SZ,9.7615,1.3833,12.4683,11.6361,5.694,-8.3476,33.8766,0.5877,19.668,7.06,6.69
000920.SZ,27.4822,2.2189,8.3169,7.1637,12.8626,-5.1276,39.4969,0.7992,11.4413,5.71,5.55
000921.SZ,7.4886,0.3456,18.1105,5.0905,4.2156,-14.487,25.5941,1.9233,4.9855,9.48,9.57
000922.SZ,12.6365,1.6754,13.4855,9.5347,7.3008,-5.8333,43.2786,1.3198,20.2863,7.17,7.41
000923.SZ,16.8085,1.4242,6.5279,8.1913,——,-6.9284,34.0566,1.1193,20.1798,11.97,11.33
000925.SZ,60.9455,1.6463,2.8751,3.3413,13.678,-7.6025,43.1713,4.0173,3.3247,8.2,7.82
000926.SZ,5.6751,0.531,7.7864,3.3044,9.624,-6.5063,35.9162,1.1402,13.9107,5.14,5.35
000928.SZ,11.4532,0.4132,8.9636,3.6435,7.0347,-12.9176,38.0289,1.3671,4.9514,4.14,4.12
000929.SZ,-68.7403,2.5485,-2.4951,-2.683,40.5749,-2.8421,42.5547,0.6639,-2.7319,6.55,6.07
000930.SZ,36.6648,0.6603,3.3761,3.6085,11.7075,-9.4884,34.7299,1.7924,2.5958,7.87,7.42
000931.SZ,69.032,3.1854,5.783,6.1484,23.6625,-9.3467,36.9283,1.472,4.6462,8.52,8.83
000932.SZ,5.5968,0.229,15.5613,10.5085,4.2558,-3.1635,40.2754,1.0638,7.3509,3.93,3.99
000933.SZ,3.1694,0.4428,31.5933,8.5453,7.5003,-9.5621,33.7142,1.2054,14.3301,4.14,4.03
000935.SZ,12.9018,5.4103,18.0227,17.2475,10.57,-9.9782,34.2432,0.8598,46.8499,12.7,13.86
000936.SZ,14.9254,2.2609,9.8393,7.3335,8.664,-10.6504,45.8226,4.7528,20.2668,8.2,10.68
000937.SZ,14.1828,0.4841,3.6929,4.5721,3.585,-6.1774,31.5498,0.5323,7.7655,3.02,3.02
000938.SZ,44.4991,1.5316,6.3286,6.2072,17.7749,-13.1057,40.8055,1.8122,6.036,35.32,41.66
000948.SZ,110.681,1.2315,2.264,2.305,22.521,3.3736,55.401,4.5436,2.5607,11.1,11.45
000949.SZ,36.3166,0.9726,3.3375,3.5795,10.314,-15.7992,39.1746,3.5247,3.4799,3.49,3.68
000950.SZ,10.0639,0.2746,11.0075,5.9084,8.6477,-8.7056,28.7464,0.8036,3.663,5.16,5.09
000951.SZ,11.601,0.2999,14.2109,7.9067,6.2777,-10.3909,34.8406,0.5569,4.2146,20.23,24.65
000952.SZ,17.431,3.1652,14.9607,10.4859,13.5529,-4.4326,41.3698,1.5972,20.2856,10.97,10.41
000955.SZ,-57.5103,6.2413,-13.8766,-5.2186,81.2892,-20.2594,40.588,15.2113,-11.2337,8.36,9.22
000957.SZ,73.4814,0.5701,2.1271,2.2466,30.9563,-11.876,42.3208,2.9679,1.2059,7.26,6.68
000958.SZ,121.7557,8.0553,1.2933,0.614,13.3932,-5.939,38.678,1.432,9.0831,4.31,4.29
000959.SZ,10.3719,0.23,5.5471,2.7877,7.715,-4.1252,34.3748,0.1944,2.6523,2.94,2.9
000960.SZ,18.3635,0.3175,5.8982,4.9754,8.042,-14.0325,24.0931,1.2656,2.8811,8.26,8.44
000961.SZ,8.5617,0.5348,14.8795,1.6779,11.4279,-14.056,29.752,1.5321,8.0349,7.75,8.09
000962.SZ,63.3567,3.7538,3.6986,4.1946,24.041,-10.2147,36.5766,1.0523,6.1526,6.05,5.93
000963.SZ,10.6773,0.8129,21.7009,16.0135,7.18,-16.4274,20.8938,1.4754,9.4691,17.45,19.95
000965.SZ,-11.0803,14.6817,-5.9056,-3.1468,12.6965,-2.2333,46.5777,0.9319,-139.3184,3.05,3.26
000966.SZ,7.9507,0.5781,12.8041,10.009,5.0848,-6.9485,34.9451,0.9328,10.5251,3.96,4.12
000967.SZ,13.6316,1.4231,8.5848,7.2131,9.764,-12.2861,32.4864,0.6573,13.6519,5.79,6.19
000968.SZ,11.1972,3.3243,16.2427,11.0949,7.8775,-5.8526,31.9244,0.2935,36.0176,8.85,7.76
000969.SZ,-257.8993,1.2987,-0.546,-0.2228,11.7729,-11.1659,35.0931,1.1345,0.5235,6.09,5.5
000970.SZ,44.9374,2.3698,4.7361,5.3973,18.0975,-11.8144,33.7826,1.6795,8.1,9.4,8.98
000973.SZ,26.404,1.3727,7.4167,7.8061,17.3398,-16.4032,39.1458,3.9131,7.7894,4.41,4.29
000975.SZ,28.1187,4.7079,9.3006,10.6596,13.8945,-15.4321,36.827,3.2351,24.9405,14.43,16.43
000976.SZ,51.1573,4.413,3.3163,3.2165,18.6407,-6.8898,39.6871,1.0178,11.0327,5.01,4.96
000977.SZ,68.625,1.0699,8.0836,4.4529,36.6253,-15.897,40.1611,5.4411,1.8767,38.78,41.5
000978.SZ,32.2183,2.9787,3.5378,3.3461,13.5393,4.3911,58.5867,3.5216,8.2776,4.54,4.68
000980.SZ,-12.3174,0.6798,-4.5324,-2.1143,——,-12.1557,33.9485,1.7366,-39.1902,2.52,2.04
000983.SZ,7.3117,0.4545,10.1987,6.4816,4.8567,-6.3558,33.4867,0.5421,9.8338,4.85,4.73
000985.SZ,28.202,0.7558,10.4798,8,17.3695,-8.07,36.6432,0.8058,2.7689,13.21,11.51
000987.SZ,18.5878,2.6174,6.9205,——,——,-8.9297,35.1461,0.3543,27.9754,9.05,10.2
000988.SZ,46.6967,4.5,7.9784,6.0498,29.4861,-3.4052,48.1655,5.0203,11.4124,19.74,20.9
000989.SZ,35.3964,2.2774,4.7871,4.8445,17.2901,-10.391,28.2984,1.1733,8.0839,7.9,9.18
000990.SZ,29.744,2.7733,3.3512,3.578,15.4218,-14.1338,38.6732,1.8958,9.1954,12.75,11.9
000993.SZ,-30.6518,4.363,-4.8083,-0.5339,13.6956,-6.4643,39.0936,1.0317,-10.0493,6.53,5.91
000996.SZ,254.3953,39.9945,2.3855,1.1725,294.4177,-11.6474,35.9818,2.3338,16.6014,8.24,8.01
000997.SZ,25.025,3.0205,12.751,6.7483,15.084,-7.5481,44.3369,2.313,13.6932,15.81,16.55
000998.SZ,45.2717,6.0647,7.2057,5.4359,72.4667,-10.8547,33.9444,2.3162,17.6438,18.12,16.24
000999.SZ,12.0982,1.9542,18.2191,13.7241,8.5689,-11.8499,27.2743,0.8962,19.3154,27.85,29.05
001696.SZ,15.2863,1.1436,9.8406,7.3907,9.5595,-4.8266,45.1514,4.0954,9.6811,5.52,5.98
001872.SZ,9.7136,2.2589,7.4051,7.2171,3.9423,-9.8308,26.7909,0.4789,84.3203,14.13,14.2
001896.SZ,-25.0491,0.4732,-2.6508,0.7894,9.2566,-1.514,47.6474,1.0413,-2.8878,3.28,3.25
001914.SZ,134.2557,3.3597,2.0577,4.0638,34.0101,-14.4473,34.7549,2.1134,6.6381,23.59,26.2
001965.SZ,9.9276,5.302,8.4962,6.6729,7.7961,-9.3473,23.757,0.9115,65.1174,6.93,7.2
001979.SZ,10.6422,1.6032,12.7131,3.7755,6.4872,-9.1113,30.4364,0.1214,26.736,16.48,17.12
002001.SZ,26.2384,7.6522,13.167,9.4972,19.2284,3.0018,56.6778,2.1735,34.0516,27.3,27.29
002002.SZ,23.7273,1.7785,5.9577,5.0626,9.7805,-14.2641,37.5635,2.0791,9.0659,3.9,3.73
002003.SZ,15.4799,1.6078,11.9022,11.135,8.8117,-6.7259,36.9006,0.5143,13.7165,5.72,5.55
